Date (Germany),Price,Open,High,Low,Change %,positive,negative,neutral,avg_positive,avg_negative,avg_neutral
2018-06-01,0.3850,0.3660,0.4100,0.3530,13.24%,3.091510098427534,6.618899116292596,0.2895907210186124,0.3091510098427534,0.6618899116292596,0.028959072101861237
2018-06-04,0.4200,0.3910,0.4240,0.3820,9.09%,1.4639758178964257,4.075453979894519,1.4605704694986343,0.20913940255663224,0.5822077114135027,0.20865292421409062
2018-06-05,0.3870,0.4180,0.4180,0.3610,-7.86%,5.06627148995176,5.572085821069777,0.3616423923522234,0.46057013545015996,0.5065532564608888,0.0328765811229294
2018-06-06,0.4640,0.4010,0.4680,0.3860,19.90%,4.226978160440922,6.077464642003179,0.695557395927608,0.3842707418582656,0.5524967856366526,0.06323249053887346
2018-06-07,0.4780,0.4830,0.5170,0.4780,3.02%,6.475597011856735,12.900193192064762,2.6242095343768597,0.2943453187207607,0.5863724178211256,0.11928225156258453
2018-06-08,0.4460,0.4510,0.4620,0.3970,-6.69%,5.398353397380561,13.311122039332986,2.2905248273164034,0.2570644474943124,0.6338629542539517,0.10907261082459063
2018-06-11,0.4940,0.4750,0.5080,0.4610,10.76%,1.3600881015881896,3.6253779139369726,1.014533856883645,0.22668135026469827,0.6042296523228288,0.16908897614727417
2018-06-12,0.4900,0.4950,0.5190,0.4860,-0.81%,1.4296213705092669,2.4970469661056995,0.07333159819245338,0.3574053426273167,0.6242617415264249,0.018332899548113346
2018-06-13,0.4840,0.4930,0.4970,0.4620,-1.22%,3.80090322624892,3.0409488454461098,0.15814787708222866,0.5429861751784172,0.43442126363515854,0.02259255386888981
2018-06-14,0.4310,0.4810,0.5130,0.4230,-10.95%,6.118049151264131,8.116956062614918,0.7649948941543698,0.40786994341760874,0.5411304041743279,0.05099965961029132
2018-06-15,0.4030,0.4250,0.4280,0.3760,-6.50%,3.6776330531574786,5.066953899338841,0.2554132044315338,0.4086258947952754,0.5629948777043157,0.028379244936837092
2018-06-19,0.3730,0.3890,0.3890,0.3500,-6.75%,3.503209415823221,3.1596175394952297,3.337172580882907,0.35032094158232213,0.31596175394952297,0.33371725808829067
2018-06-20,0.3770,0.3840,0.3880,0.3620,1.07%,1.0152949579060078,1.9385429248213768,0.04616217967122793,0.3384316526353359,0.6461809749404589,0.015387393223742643
2018-06-21,0.3340,0.3880,0.3880,0.3170,-11.41%,2.96185583434999,8.477231547236443,0.5609125047922134,0.24682131952916583,0.7064359622697035,0.046742708732684456
2018-06-22,0.3360,0.3310,0.3560,0.3260,0.60%,2.147054145578295,7.599880835041404,0.2530647972598672,0.2147054145578295,0.7599880835041404,0.02530647972598672
2018-06-23,0.3360,0.3360,0.3360,0.3360,0.00%,0.021157901734113693,0.8719049692153931,0.10693714767694473,0.021157901734113693,0.8719049692153931,0.10693714767694473
2018-06-25,0.3270,0.3190,0.3430,0.3040,-2.68%,1.5629585478454828,3.216813698410988,0.22022775746881962,0.31259170956909654,0.6433627396821976,0.04404555149376392
2018-06-26,0.3420,0.3340,0.3590,0.3170,4.59%,1.9769474100321531,5.631098959594965,0.3919535791501403,0.24711842625401914,0.7038873699493706,0.048994197393767536
2018-06-27,0.3240,0.3360,0.3410,0.3050,-5.26%,2.812413604930043,1.0943740457296371,0.09321236982941628,0.7031034012325108,0.2735935114324093,0.02330309245735407
2018-06-28,0.3190,0.3160,0.3320,0.2990,-1.54%,6.337084690108895,5.21743175201118,2.445483349263668,0.45264890643634964,0.37267369657222715,0.174677382090262
2018-06-29,0.3030,0.3390,0.3540,0.3000,-5.02%,7.930502025410533,5.132602918893099,3.9368951926007867,0.46650011914179607,0.30191781875841756,0.23158207015298746
2018-07-02,0.3050,0.3020,0.3150,0.2840,0.66%,0.0910948496311903,4.813616871833801,0.09528837446123362,0.01821896992623806,0.9627233743667603,0.019057674892246725
2018-07-03,0.2930,0.3160,0.3310,0.2890,-3.93%,0.8575670653954148,3.0608476996421814,0.08158520050346851,0.2143917663488537,0.7652119249105453,0.02039630012586713
2018-07-04,0.3060,0.3000,0.3130,0.2860,4.44%,2.002170375548303,2.968816602602601,1.0290130600333214,0.3336950625913839,0.4948027671004335,0.17150217667222023
2018-07-05,0.2970,0.3210,0.3430,0.2920,-2.94%,3.5013359235599637,4.219917414709926,1.2787466356530786,0.389037324839996,0.4688797127455473,0.14208295951700872
2018-07-06,0.2960,0.3110,0.3150,0.2810,-0.34%,9.58077927492559,4.001784328371286,1.4174366258084774,0.6387186183283726,0.2667856218914191,0.09449577505389849
2018-07-09,0.3020,0.2970,0.3240,0.2950,2.03%,7.3160032741725445,2.1148773785680532,0.5691192913800478,0.7316003274172544,0.21148773785680533,0.05691192913800478
2018-07-10,0.3190,0.3120,0.3300,0.3060,5.63%,8.306162116117775,5.480436991900206,2.213401110842824,0.519135132257361,0.34252731199376285,0.1383375694276765
2018-07-11,0.3110,0.3030,0.3190,0.2920,-2.51%,1.133916082791984,4.054941624403,2.811142161488533,0.141739510348998,0.506867703050375,0.3513927701860666
