Date,Price,Open,High,Low,Change %,Change_num
2022-02-07,0.224,0.187,0.25,0.183,7.69%,0.016000000000000014
2022-02-04,0.208,0.142,0.229,0.141,34.19%,0.05299999999999999
2022-02-03,0.155,0.035,0.159,0.032,342.86%,0.12
2022-02-02,0.035,0.029,0.058,0.009,-5.41%,-0.001999999999999995
2022-02-01,0.037,0.011,0.044,-0.015,164.29%,0.023
2022-01-31,0.014,-0.032,0.032,-0.04,-129.79%,0.061
2022-01-28,-0.047,-0.049,-0.008,-0.057,-17.54%,0.010000000000000002
2022-01-27,-0.057,-0.06,-0.023,-0.06,-19.72%,0.013999999999999992
2022-01-26,-0.071,-0.078,-0.062,-0.082,-12.35%,0.010000000000000009
2022-01-25,-0.081,-0.107,-0.066,-0.107,-17.35%,0.017
2022-01-24,-0.098,-0.065,-0.06,-0.11,46.27%,-0.031
2022-01-22,-0.067,-0.067,-0.067,-0.067,11.67%,-0.007000000000000006
2022-01-21,-0.06,-0.034,-0.034,-0.087,122.22%,-0.033
2022-01-20,-0.027,0.003,0.008,-0.041,200.00%,-0.018000000000000002
2022-01-19,-0.009,0.004,0.025,-0.013,-50.00%,0.009
2022-01-18,-0.018,-0.016,-0.002,-0.031,-30.77%,0.008
2022-01-17,-0.026,-0.046,-0.02,-0.046,-46.94%,0.023000000000000003
2022-01-14,-0.049,-0.088,-0.047,-0.105,-43.02%,0.03699999999999999
2022-01-13,-0.086,-0.047,-0.034,-0.099,50.88%,-0.02899999999999999
2022-01-12,-0.057,-0.038,-0.026,-0.077,78.12%,-0.025
2022-01-11,-0.032,-0.04,-0.014,-0.055,-11.11%,0.003999999999999997
2022-01-10,-0.036,-0.038,-0.025,-0.056,24.14%,-0.006999999999999996
2022-01-07,-0.029,-0.057,-0.029,-0.067,-57.35%,0.03900000000000001
2022-01-06,-0.068,-0.065,-0.031,-0.072,-45.16%,0.055999999999999994
2022-01-05,-0.124,-0.122,-0.114,-0.138,-3.13%,0.0040000000000000036
2022-01-04,-0.128,-0.12,-0.116,-0.155,3.23%,-0.0040000000000000036
2022-01-03,-0.124,-0.177,-0.123,-0.185,-30.73%,0.05499999999999999
2021-12-31,-0.179,-0.179,-0.179,-0.179,1.70%,-0.0030000000000000027
2021-12-30,-0.176,-0.18,-0.171,-0.205,-2.22%,0.0040000000000000036
2021-12-29,-0.18,-0.24,-0.179,-0.244,-24.69%,0.059
2021-12-28,-0.239,-0.241,-0.221,-0.249,-2.05%,0.0050000000000000044
2021-12-27,-0.244,-0.254,-0.222,-0.257,-2.79%,0.007000000000000006
2021-12-24,-0.251,-0.251,-0.251,-0.251,-0.40%,0.0010000000000000009
2021-12-23,-0.252,-0.285,-0.235,-0.293,-13.99%,0.04099999999999998
2021-12-22,-0.293,-0.31,-0.268,-0.314,-3.30%,0.010000000000000009
2021-12-21,-0.303,-0.369,-0.299,-0.373,-17.21%,0.063
2021-12-20,-0.366,-0.378,-0.352,-0.402,-2.40%,0.009000000000000008
2021-12-17,-0.375,-0.351,-0.347,-0.386,8.38%,-0.029000000000000026
2021-12-16,-0.346,-0.362,-0.309,-0.371,-4.42%,0.016000000000000014
2021-12-15,-0.362,-0.368,-0.343,-0.377,-0.28%,0.0010000000000000009
2021-12-14,-0.363,-0.38,-0.35,-0.384,-4.47%,0.017000000000000015
2021-12-13,-0.38,-0.345,-0.339,-0.385,8.57%,-0.030000000000000027
2021-12-10,-0.35,-0.355,-0.328,-0.359,-0.28%,0.0010000000000000009
2021-12-09,-0.351,-0.317,-0.313,-0.364,13.59%,-0.04199999999999998
2021-12-08,-0.309,-0.372,-0.306,-0.409,-17.60%,0.066
2021-12-07,-0.375,-0.356,-0.348,-0.384,-3.10%,0.01200000000000001
2021-12-06,-0.387,-0.39,-0.366,-0.394,2.38%,-0.009000000000000008
2021-12-03,-0.378,-0.373,-0.351,-0.387,1.34%,-0.0050000000000000044
2021-12-02,-0.373,-0.346,-0.333,-0.394,12.69%,-0.04199999999999998
2021-12-01,-0.331,-0.349,-0.299,-0.35,-3.50%,0.01200000000000001
2021-11-30,-0.343,-0.317,-0.317,-0.363,6.19%,-0.020000000000000018
2021-11-29,-0.323,-0.336,-0.294,-0.341,-5.42%,0.018500000000000016
2021-11-27,-0.3415,-0.3415,-0.3415,-0.3415,1.04%,-0.003500000000000003
2021-11-26,-0.338,-0.249,-0.249,-0.343,37.40%,-0.09200000000000003
2021-11-25,-0.246,-0.226,-0.219,-0.25,12.33%,-0.026999999999999996
2021-11-24,-0.219,-0.25,-0.199,-0.25,-3.95%,0.009000000000000008
2021-11-23,-0.228,-0.299,-0.225,-0.299,-22.97%,0.06799999999999998
2021-11-22,-0.296,-0.342,-0.295,-0.356,-13.95%,0.04799999999999999
2021-11-20,-0.344,-0.344,-0.344,-0.344,0.88%,-0.002999999999999947
2021-11-19,-0.341,-0.275,-0.252,-0.344,21.79%,-0.061
2021-11-18,-0.28,-0.246,-0.245,-0.282,14.75%,-0.03600000000000003
2021-11-17,-0.244,-0.24,-0.229,-0.256,0.00%,0.0
2021-11-16,-0.244,-0.233,-0.219,-0.252,-0.41%,0.0010000000000000009
2021-11-15,-0.245,-0.263,-0.237,-0.29,-4.30%,0.01100000000000001
2021-11-12,-0.256,-0.232,-0.217,-0.269,13.27%,-0.03
2021-11-11,-0.226,-0.248,-0.217,-0.26,-8.87%,0.021999999999999992
2021-11-10,-0.248,-0.297,-0.243,-0.298,-16.22%,0.04799999999999999
2021-11-09,-0.296,-0.253,-0.24,-0.299,19.84%,-0.04899999999999999
2021-11-08,-0.247,-0.277,-0.244,-0.282,-11.79%,0.03300000000000003
2021-11-05,-0.28,-0.22,-0.216,-0.285,24.44%,-0.05500000000000002
2021-11-04,-0.225,-0.165,-0.156,-0.231,34.73%,-0.057999999999999996
2021-11-03,-0.167,-0.162,-0.15,-0.194,4.37%,-0.007000000000000006
2021-11-02,-0.16,-0.104,-0.104,-0.171,55.34%,-0.05700000000000001
2021-11-01,-0.103,-0.11,-0.065,-0.119,-3.29%,0.003500000000000003
2021-10-30,-0.1065,-0.1065,-0.1065,-0.1065,13.30%,-0.012499999999999997
2021-10-29,-0.094,-0.11,-0.064,-0.127,-37.33%,0.055999999999999994
2021-10-28,-0.15,-0.177,-0.1,-0.182,-14.77%,0.025999999999999995
2021-10-27,-0.176,-0.12,-0.116,-0.184,46.67%,-0.055999999999999994
2021-10-26,-0.12,-0.106,-0.102,-0.141,7.14%,-0.007999999999999993
2021-10-25,-0.112,-0.109,-0.078,-0.121,8.21%,-0.008500000000000008
2021-10-23,-0.1035,-0.1035,-0.1035,-0.1035,6.70%,-0.006499999999999992
2021-10-22,-0.097,-0.09,-0.069,-0.107,0.00%,0.0
2021-10-21,-0.097,-0.117,-0.085,-0.129,-21.14%,0.025999999999999995
2021-10-20,-0.123,-0.094,-0.092,-0.134,7.89%,-0.008999999999999994
2021-10-19,-0.114,-0.147,-0.096,-0.173,-22.97%,0.03399999999999999
2021-10-18,-0.148,-0.167,-0.116,-0.169,-13.45%,0.02300000000000002
2021-10-15,-0.171,-0.183,-0.146,-0.19,-7.07%,0.012999999999999984
2021-10-14,-0.184,-0.123,-0.109,-0.192,42.64%,-0.05499999999999999
2021-10-13,-0.129,-0.091,-0.085,-0.146,34.37%,-0.033
2021-10-12,-0.096,-0.122,-0.088,-0.136,-19.33%,0.022999999999999993
2021-10-11,-0.119,-0.147,-0.108,-0.147,-19.05%,0.027999999999999997
2021-10-08,-0.147,-0.184,-0.146,-0.185,-21.39%,0.04000000000000001
2021-10-07,-0.187,-0.17,-0.166,-0.208,2.75%,-0.0050000000000000044
2021-10-06,-0.182,-0.159,-0.147,-0.201,-3.19%,0.006000000000000005
2021-10-05,-0.188,-0.21,-0.181,-0.233,-13.36%,0.028999999999999998
2021-10-04,-0.217,-0.224,-0.201,-0.236,-0.91%,0.0020000000000000018
2021-10-01,-0.219,-0.197,-0.197,-0.243,14.66%,-0.027999999999999997
2021-09-30,-0.191,-0.209,-0.177,-0.221,-10.33%,0.021999999999999992
2021-09-29,-0.213,-0.188,-0.183,-0.227,7.58%,-0.014999999999999986
2021-09-28,-0.198,-0.201,-0.172,-0.211,-12.39%,0.027999999999999997
2021-09-27,-0.226,-0.241,-0.191,-0.242,-1.09%,0.0025000000000000022
2021-09-25,-0.2285,-0.229,-0.2285,-0.229,0.22%,-0.0005000000000000004
2021-09-24,-0.228,-0.244,-0.218,-0.249,-9.52%,0.023999999999999994
2021-09-23,-0.252,-0.323,-0.249,-0.323,-22.70%,0.07400000000000001
2021-09-22,-0.326,-0.313,-0.304,-0.332,-0.61%,0.0020000000000000018
2021-09-21,-0.328,-0.314,-0.295,-0.34,4.13%,-0.013000000000000012
2021-09-20,-0.315,-0.288,-0.276,-0.333,11.90%,-0.03350000000000003
2021-09-18,-0.2815,-0.2815,-0.2815,-0.2815,0.90%,-0.0024999999999999467
2021-09-17,-0.279,-0.294,-0.265,-0.302,-8.52%,0.025999999999999968
2021-09-16,-0.305,-0.309,-0.283,-0.316,-0.97%,0.0030000000000000027
2021-09-15,-0.308,-0.337,-0.307,-0.35,-9.41%,0.03200000000000003
2021-09-14,-0.34,-0.326,-0.301,-0.353,3.66%,-0.01200000000000001
2021-09-13,-0.328,-0.333,-0.32,-0.346,-0.91%,0.0030000000000000027
2021-09-12,-0.331,-0.331,-0.331,-0.331,0.00%,0.0
2021-09-11,-0.331,-0.331,-0.331,-0.331,-0.30%,0.0010000000000000009
2021-09-10,-0.332,-0.364,-0.331,-0.37,-8.79%,0.03199999999999997
2021-09-09,-0.364,-0.327,-0.319,-0.368,13.75%,-0.043999999999999984
2021-09-08,-0.32,-0.318,-0.31,-0.345,0.95%,-0.0030000000000000027
2021-09-07,-0.317,-0.358,-0.313,-0.364,-13.86%,0.05099999999999999
2021-09-06,-0.368,-0.364,-0.347,-0.377,2.79%,-0.010000000000000009
2021-09-03,-0.358,-0.384,-0.347,-0.398,-6.77%,0.026000000000000023
2021-09-02,-0.384,-0.373,-0.371,-0.401,3.50%,-0.013000000000000012
2021-09-01,-0.371,-0.373,-0.354,-0.386,-2.37%,0.009000000000000008
2021-08-31,-0.38,-0.433,-0.376,-0.442,-13.44%,0.059
2021-08-30,-0.439,-0.427,-0.407,-0.441,4.77%,-0.020000000000000018
2021-08-27,-0.419,-0.413,-0.402,-0.425,0.48%,-0.0020000000000000018
2021-08-26,-0.417,-0.421,-0.401,-0.431,0.00%,0.0
2021-08-25,-0.417,-0.472,-0.415,-0.478,-12.58%,0.06
2021-08-24,-0.477,-0.471,-0.464,-0.489,-0.21%,0.0010000000000000009
2021-08-23,-0.478,-0.482,-0.457,-0.496,-3.43%,0.017000000000000015
2021-08-20,-0.495,-0.489,-0.485,-0.499,1.23%,-0.006000000000000005
2021-08-19,-0.489,-0.492,-0.475,-0.502,1.45%,-0.007000000000000006
2021-08-18,-0.482,-0.47,-0.469,-0.49,3.21%,-0.014999999999999958
2021-08-17,-0.467,-0.474,-0.465,-0.501,0.21%,-0.0010000000000000009
2021-08-16,-0.466,-0.467,-0.452,-0.489,0.65%,-0.0030000000000000027
2021-08-13,-0.463,-0.455,-0.44,-0.472,0.43%,-0.0020000000000000018
2021-08-12,-0.461,-0.461,-0.443,-0.468,0.22%,-0.0010000000000000009
2021-08-11,-0.46,-0.453,-0.435,-0.465,1.32%,-0.006000000000000005
2021-08-10,-0.454,-0.463,-0.447,-0.482,-1.09%,0.0050000000000000044
2021-08-09,-0.459,-0.463,-0.45,-0.48,0.88%,-0.0040000000000000036
2021-08-06,-0.455,-0.496,-0.451,-0.498,-7.71%,0.03799999999999998
2021-08-05,-0.493,-0.492,-0.489,-0.524,0.00%,0.0
2021-08-04,-0.493,-0.485,-0.475,-0.517,2.49%,-0.01200000000000001
2021-08-03,-0.481,-0.476,-0.464,-0.493,0.00%,0.0
2021-08-02,-0.481,-0.459,-0.444,-0.481,5.02%,-0.022999999999999965
2021-07-30,-0.458,-0.46,-0.44,-0.461,1.55%,-0.007000000000000006
2021-07-29,-0.451,-0.449,-0.424,-0.465,0.89%,-0.0040000000000000036
2021-07-28,-0.447,-0.443,-0.436,-0.456,1.36%,-0.006000000000000005
2021-07-27,-0.441,-0.421,-0.415,-0.444,6.52%,-0.027000000000000024
2021-07-26,-0.414,-0.424,-0.4,-0.449,0.24%,-0.0010000000000000009
2021-07-23,-0.413,-0.426,-0.396,-0.426,-1.90%,0.008000000000000007
2021-07-22,-0.421,-0.402,-0.375,-0.423,6.31%,-0.024999999999999967
2021-07-21,-0.396,-0.417,-0.386,-0.43,-3.41%,0.013999999999999957
2021-07-20,-0.41,-0.392,-0.385,-0.44,5.94%,-0.022999999999999965
2021-07-19,-0.387,-0.351,-0.351,-0.402,10.26%,-0.03600000000000003
2021-07-16,-0.351,-0.334,-0.332,-0.354,6.04%,-0.019999999999999962
2021-07-15,-0.331,-0.328,-0.319,-0.342,6.09%,-0.019000000000000017
2021-07-14,-0.312,-0.293,-0.273,-0.318,4.35%,-0.013000000000000012
2021-07-13,-0.299,-0.294,-0.288,-0.314,-0.66%,0.0020000000000000018
2021-07-12,-0.301,-0.292,-0.29,-0.316,3.08%,-0.009000000000000008
2021-07-09,-0.292,-0.303,-0.287,-0.317,-6.71%,0.02100000000000002
2021-07-08,-0.313,-0.309,-0.298,-0.344,8.30%,-0.02400000000000002
2021-07-07,-0.289,-0.266,-0.259,-0.313,7.43%,-0.019999999999999962
2021-07-06,-0.269,-0.21,-0.198,-0.273,29.33%,-0.061000000000000026
2021-07-05,-0.208,-0.235,-0.207,-0.235,-12.42%,0.0295
2021-07-04,-0.2375,-0.2375,-0.2375,-0.2375,1.06%,-0.0025000000000000022
2021-07-02,-0.235,-0.203,-0.199,-0.241,17.50%,-0.034999999999999976
